X,Y,IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,PdId
-122.402754088677014,37.729359024468692,166008847,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,19:00,BAYVIEW,NONE,BAY SHORE BL / DONNER AV,16600884706244.000000000000000
-122.406000218488998,37.78854061927229,160021778,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,01/08/2016,18:52,CENTRAL,NONE,200 Block of POST ST,16002177806364.000000000000000
-122.496027169241003,37.756163180630089,160021790,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Friday,01/08/2016,18:36,TARAVAL,NONE,1600 Block of 37TH AV,16002179005082.000000000000000
-122.409853729941005,37.783386237938203,160022572,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,01/08/2016,18:30,TENDERLOIN,NONE,0 Block of TURK ST,16002257261030.000000000000000
-122.39117849658102,37.757769947927493,166008825,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,18:30,BAYVIEW,NONE,22ND ST / INDIANA ST,16600882506244.000000000000000
-122.423569635812001,37.780160304868602,160036090,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,01/08/2016,18:30,NORTHERN,NONE,700 Block of GOUGH ST,16003609005073.000000000000000
-122.403404791479019,37.775420706710989,166010206,NON-CRIMINAL,LOST PROPERTY,Friday,01/08/2016,18:30,SOUTHERN,NONE,800 Block of BRYANT ST,16601020671000.000000000000000
-122.41421205079601,37.7359308675872,160021706,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,01/08/2016,18:25,INGLESIDE,NONE,GATES ST / OGDEN AV,16002170664085.000000000000000
-122.40285751312399,37.734073826346908,160021762,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,01/08/2016,18:22,BAYVIEW,NONE,SILVER AV / LEDYARD ST,16002176206152.000000000000000
-122.390136349843985,37.7368036226976,160021740,NON-CRIMINAL,SHELTER,Friday,01/08/2016,18:20,BAYVIEW,NONE,4500 Block of 3RD ST,16002174029120.000000000000000
-122.390136349843985,37.7368036226976,160021740,SECONDARY CODES,JUVENILE INVOLVED,Friday,01/08/2016,18:20,BAYVIEW,NONE,4500 Block of 3RD ST,16002174015500.000000000000000
-122.394985875925002,37.777090953402293,160021728,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,01/08/2016,18:20,SOUTHERN,NONE,TOWNSEND ST / 4TH ST,16002172868020.000000000000000
-122.403404791479019,37.775420706710989,166007338,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,18:20,SOUTHERN,NONE,800 Block of BRYANT ST,16600733806244.000000000000000
-122.409282266623009,37.775685883279088,160026126,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,01/08/2016,18:16,SOUTHERN,NONE,1100 Block of FOLSOM ST,16002612606303.000000000000000
-122.413045971966014,37.773861777161095,160021994,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016,18:12,SOUTHERN,NONE,0 Block of DORE ST,16002199464020.000000000000000
-122.415669661443005,37.782119848893103,160021671,ASSAULT,BATTERY,Friday,01/08/2016,18:10,TENDERLOIN,NONE,100 Block of HYDE ST,16002167104134.000000000000000
-122.415669661443005,37.782119848893103,160021671,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,01/08/2016,18:10,TENDERLOIN,NONE,100 Block of HYDE ST,16002167106372.000000000000000
-122.466565488598988,37.782849155152995,166007996,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,18:05,RICHMOND,NONE,8TH AV / CLEMENT ST,16600799606244.000000000000000
-122.408433097285993,37.796703927844298,160021621,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,01/08/2016,18:05,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,16002162104014.000000000000000
-122.388483091972006,37.733535966227592,160023172,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Friday,01/08/2016,18:00,BAYVIEW,NONE,OAKDALE AV / LANE ST,16002317271012.000000000000000
-122.432859802414995,37.723690367643798,160024562,VEHICLE THEFT,STOLEN TRUCK,Friday,01/08/2016,18:00,INGLESIDE,NONE,200 Block of BRAZIL AV,16002456207025.000000000000000
-122.388483091972006,37.733535966227592,160023172,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,01/08/2016,18:00,BAYVIEW,NONE,OAKDALE AV / LANE ST,16002317271010.000000000000000
-122.426671664945019,37.743699394240295,160058420,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,18:00,INGLESIDE,NONE,29TH ST / CHURCH ST,16005842006244.000000000000000
-122.441018108888017,37.7164586830811,160037634,MISSING PERSON,MISSING ADULT,Friday,01/08/2016,18:00,INGLESIDE,NONE,GENEVA AV / MISSION ST,16003763474000.000000000000000
-122.404934413338992,37.781498721321803,166013153,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,18:00,SOUTHERN,NONE,HOWARD ST / 5TH ST,16601315306244.000000000000000
-122.40668105726499,37.755343095441994,160021568,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,01/08/2016,18:00,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,16002156865015.000000000000000
-122.403404791479019,37.775420706710989,166010347,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,01/08/2016,17:55,SOUTHERN,NONE,800 Block of BRYANT ST,16601034728150.000000000000000
-122.40806834514801,37.7839916768161,160021546,ASSAULT,BATTERY,Friday,01/08/2016,17:45,SOUTHERN,NONE,MARKET ST / 5TH ST,16002154604134.000000000000000
-122.418931444009004,37.729031029214887,166026504,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,01/08/2016,17:36,BAYVIEW,NONE,800 Block of SILVER AV,16602650406372.000000000000000
-122.423049038171982,37.785239706725399,160022061,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,01/08/2016,17:34,NORTHERN,"ARREST, BOOKED",1100 Block of FRANKLIN ST,16002206116710.000000000000000
-122.423049038171982,37.785239706725399,160022061,WARRANTS,WARRANT ARREST,Friday,01/08/2016,17:34,NORTHERN,"ARREST, BOOKED",1100 Block of FRANKLIN ST,16002206163010.000000000000000
-122.415642825776004,37.8077624944954,160024471,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/08/2016,17:32,CENTRAL,NONE,2700 Block of TAYLOR ST,16002447106362.000000000000000
-122.434145789072986,37.733550613120798,166007021,NON-CRIMINAL,LOST PROPERTY,Friday,01/08/2016,17:30,INGLESIDE,NONE,DIAMOND ST / BOSWORTH ST,16600702171000.000000000000000
-122.459014608328019,37.726873753436195,166007015,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,17:30,INGLESIDE,NONE,0 Block of WESTWOOD DR,16600701506244.000000000000000
-122.444221848933012,37.785705845640194,166007980,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,17:30,RICHMOND,NONE,2800 Block of BUSH ST,16600798006244.000000000000000
-122.413160850970002,37.7774566611807,160021433,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/08/2016,17:30,SOUTHERN,"ARREST, CITED",MISSION ST / 8TH ST,16002143365016.000000000000000
-122.400702308547011,37.77985600852621,166011630,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,17:30,SOUTHERN,NONE,800 Block of HARRISON ST,16601163006244.000000000000000
-122.407612885386996,37.788448601970508,160022118,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/08/2016,17:30,CENTRAL,"ARREST, BOOKED",300 Block of POST ST,16002211806363.000000000000000
-122.451418704741982,37.762198332107509,166007504,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,01/08/2016,17:20,PARK,NONE,200 Block of RIVOLI ST,16600750406374.000000000000000
-122.451418704741982,37.762198332107509,146172672,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,01/08/2016,17:20,PARK,NONE,200 Block of RIVOLI ST,14617267206374.000000000000000
-122.415805710590007,37.808212006460003,160021502,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Friday,01/08/2016,17:20,CENTRAL,"ARREST, BOOKED",JEFFERSON ST / TAYLOR ST,16002150204033.000000000000000
-122.415805710590007,37.808212006460003,160021502,OTHER OFFENSES,PROBATION VIOLATION,Friday,01/08/2016,17:20,CENTRAL,"ARREST, BOOKED",JEFFERSON ST / TAYLOR ST,16002150226170.000000000000000
-122.414266775119998,37.804634882547596,160021900,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,01/08/2016,17:15,CENTRAL,NONE,500 Block of FRANCISCO ST,16002190015161.000000000000000
-122.403404791479019,37.775420706710989,160023843,EXTORTION,EXTORTION,Friday,01/08/2016,17:15,SOUTHERN,NONE,800 Block of BRYANT ST,16002384326100.000000000000000
-122.40700425524102,37.770049109611989,166013448,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,17:15,SOUTHERN,NONE,9TH ST / BRANNAN ST,16601344806244.000000000000000
-122.421994722820983,37.776106545006705,166007344,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,17:05,NORTHERN,NONE,200 Block of FELL ST,16600734406244.000000000000000
-122.474170989826007,37.716656972434208,160023285,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/08/2016,17:00,TARAVAL,NONE,100 Block of CAMBON DR,16002328506243.000000000000000
-122.384357698379986,37.732499643728495,160022215,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,01/08/2016,17:00,BAYVIEW,NONE,0 Block of GARLINGTON CT,16002221528160.000000000000000
-122.474170989826007,37.716656972434208,160023285,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,01/08/2016,17:00,TARAVAL,NONE,100 Block of CAMBON DR,16002328509320.000000000000000
-122.407999186748981,37.777824167306392,160022710,MISSING PERSON,MISSING ADULT,Friday,01/08/2016,17:00,SOUTHERN,NONE,0 Block of MOSS ST,16002271074000.000000000000000
-122.39693474062399,37.78774684637969,160022469,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/08/2016,17:00,SOUTHERN,NONE,500 Block of HOWARD ST,16002246907021.000000000000000
-122.403404791479019,37.775420706710989,160023451,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,17:00,SOUTHERN,NONE,800 Block of BRYANT ST,16002345106244.000000000000000
-122.437952639272012,37.737449136785202,160050448,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,01/08/2016,17:00,INGLESIDE,NONE,100 Block of ARBOR ST,16005044805153.000000000000000
-122.425165119089996,37.791804912404785,166008988,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,17:00,NORTHERN,NONE,1900 Block of CLAY ST,16600898806244.000000000000000
-122.407999186748981,37.777824167306392,160022710,MISSING PERSON,FOUND PERSON,Friday,01/08/2016,17:00,SOUTHERN,NONE,0 Block of MOSS ST,16002271075000.000000000000000
-122.406690592261,37.785207191841906,166012462,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,01/08/2016,16:45,SOUTHERN,NONE,800 Block of MARKET ST,16601246206372.000000000000000
-122.403591933967007,37.805412916683707,166014311,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,16:40,CENTRAL,NONE,THE EMBARCADERONORTH ST / SANSOME ST,16601431106244.000000000000000
-122.420884450182001,37.799902425869597,160027920,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/08/2016,16:30,CENTRAL,NONE,LARKIN ST / FILBERT ST,16002792006241.000000000000000
-122.408421116922014,37.783569938691791,160022049,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Friday,01/08/2016,16:30,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,16002204927130.000000000000000
-122.400334506909999,37.795013526442794,166010046,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,16:30,CENTRAL,NONE,CLAY ST / BATTERY ST,16601004606244.000000000000000
-122.408421116922014,37.783569938691791,160022049,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,01/08/2016,16:30,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,16002204906364.000000000000000
-122.437220557775007,37.784685793809388,160027209,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,01/08/2016,16:30,RICHMOND,NONE,2100 Block of POST ST,16002720905043.000000000000000
-122.385215479529009,37.738244496247091,160057303,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,01/08/2016,16:30,BAYVIEW,NONE,1400 Block of HUDSON AV,16005730306304.000000000000000
-122.474170989826007,37.716656972434208,160026900,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/08/2016,16:30,TARAVAL,NONE,100 Block of CAMBON DR,16002690006242.000000000000000
-122.418221946228996,37.748166408398497,160021342,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016,16:28,MISSION,NONE,CESAR CHAVEZ ST / MISSION ST,16002134264020.000000000000000
-122.406690592261,37.785207191841906,160021336,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,01/08/2016,16:26,SOUTHERN,NONE,800 Block of MARKET ST,16002133606301.000000000000000
-122.402027706948019,37.786248345662891,160021273,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",Friday,01/08/2016,16:20,SOUTHERN,NONE,MISSION ST / 3RD ST,16002127328140.000000000000000
-122.41323751667602,37.782843023321298,160021267,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Friday,01/08/2016,16:12,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,16002126771024.000000000000000
-122.407244087031998,37.786564760768492,160021659,TRESPASS,TRESPASSING,Friday,01/08/2016,16:05,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,16002165927195.000000000000000
-122.375989158091983,37.730157692425188,160021756,ASSAULT,ASSAULT ON A POLICE OFFICER WITH A DEADLY WEAPON,Friday,01/08/2016,16:02,BAYVIEW,NONE,100 Block of KISKA RD,16002175604073.000000000000000
-122.375989158091983,37.730157692425188,160021756,OTHER OFFENSES,ESCAPES,Friday,01/08/2016,16:02,BAYVIEW,NONE,100 Block of KISKA RD,16002175626177.000000000000000
-122.452753153486995,37.784064887596799,160021201,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,01/08/2016,16:00,RICHMOND,"ARREST, BOOKED",EUCLID AV / HEATHER AV,16002120165016.000000000000000
-122.441189937328986,37.755891495631801,160027152,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,01/08/2016,16:00,MISSION,NONE,3500 Block of MARKET ST,16002715228160.000000000000000
-122.419858277339017,37.786137125237978,160021427,ASSAULT,BATTERY,Friday,01/08/2016,16:00,NORTHERN,"ARREST, BOOKED",1000 Block of POLK ST,16002142704134.000000000000000
-122.416120766348001,37.790908361936083,160028564,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,01/08/2016,16:00,CENTRAL,NONE,0 Block of HELEN ST,16002856461030.000000000000000
-122.407633520741982,37.784189350142498,160021320,KIDNAPPING,"KIDNAPPING, JUVENILE VICTIM",Friday,01/08/2016,16:00,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16002132015021.000000000000000
-122.444319675003015,37.798787680804402,160032383,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,01/08/2016,16:00,NORTHERN,NONE,LOMBARD ST / BRODERICK ST,16003238306243.000000000000000
-122.407633520741982,37.784189350142498,160021320,SECONDARY CODES,JUVENILE INVOLVED,Friday,01/08/2016,16:00,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16002132015500.000000000000000
-122.441189937328986,37.755891495631801,160027152,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Friday,01/08/2016,16:00,MISSION,NONE,3500 Block of MARKET ST,16002715273000.000000000000000
-122.419717579478984,37.786134639732488,166009889,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,01/08/2016,16:00,NORTHERN,NONE,1000 Block of POLK ST,16600988906372.000000000000000
-122.413681976994994,37.754076963239378,160034765,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Friday,01/08/2016,16:00,MISSION,NONE,3000 Block of 23RD ST,16003476505061.000000000000000
-122.407633520741982,37.784189350142498,160021320,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,01/08/2016,16:00,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16002132015040.000000000000000
-122.454403066889,37.773817829478098,160021308,LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,01/08/2016,16:00,PARK,NONE,400 Block of STANYAN ST,16002130806314.000000000000000
-122.407633520741982,37.784189350142498,160021320,ASSAULT,BATTERY,Friday,01/08/2016,16:00,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,16002132004134.000000000000000
-122.421439431570008,37.750448880729891,160027942,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/08/2016,16:00,MISSION,NONE,25TH ST / SAN JOSE AV,16002794207021.000000000000000
-122.409708423721014,37.782827649883792,160021132,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,01/08/2016,15:55,SOUTHERN,NONE,900 Block of MARKET ST,16002113216010.000000000000000
-122.506870057179995,37.757558286360094,160021530,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,01/08/2016,15:47,TARAVAL,NONE,1500 Block of 47TH AV,16002153068020.000000000000000
-122.41550824278201,37.781654280607597,160021182,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Friday,01/08/2016,15:46,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,16002118216110.000000000000000
-122.41550824278201,37.781654280607597,160021182,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Friday,01/08/2016,15:46,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,16002118216662.000000000000000
-122.409708423721014,37.782827649883792,160021392,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016,15:27,SOUTHERN,NONE,900 Block of MARKET ST,16002139264020.000000000000000
-122.406181841050014,37.789476506801392,160031341,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/08/2016,15:27,CENTRAL,NONE,300 Block of SUTTER ST,16003134106363.000000000000000
-122.419360352761004,37.761835801237588,160021057,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",Friday,01/08/2016,15:22,MISSION,NONE,MISSION ST / 18TH ST,16002105728140.000000000000000
-122.481183171629993,37.743726817033696,166007485,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,15:11,TARAVAL,NONE,2300 Block of 24TH AV,16600748506244.000000000000000
-122.420856716339983,37.74022056920991,160021063,ROBBERY,"ROBBERY, ARMED WITH A GUN",Friday,01/08/2016,15:10,INGLESIDE,NONE,CORTLAND AV / PROSPECT AV,16002106303071.000000000000000
-122.420856716339983,37.74022056920991,160021063,ASSAULT,CHILD ABUSE (PHYSICAL),Friday,01/08/2016,15:10,INGLESIDE,NONE,CORTLAND AV / PROSPECT AV,16002106315015.000000000000000
-122.431521942220016,37.802838833567698,166006625,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,15:00,NORTHERN,NONE,3400 Block of LAGUNA ST,16600662506244.000000000000000
-122.451330097262002,37.788594533561003,160021217,WEAPON LAWS,SUSPICIOUS PACKAGE,Friday,01/08/2016,15:00,RICHMOND,NONE,3500 Block of CLAY ST,16002121712008.000000000000000
-122.466314132362015,37.718811855866491,160021289,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Friday,01/08/2016,15:00,TARAVAL,NONE,400 Block of RAMSELL ST,16002128951041.000000000000000
-122.436248450213,37.784048423587002,160021295,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,01/08/2016,15:00,PARK,NONE,1900 Block of GEARY BL,16002129506303.000000000000000
-122.408270724034011,37.785494142418585,160028354,BURGLARY,"BURGLARY,HOTEL UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,01/08/2016,15:00,TENDERLOIN,NONE,100 Block of ELLIS ST,16002835405131.000000000000000
-122.436076649741011,37.767244628051401,160028116,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,01/08/2016,15:00,PARK,NONE,1000 Block of 14TH ST,16002811605071.000000000000000
-122.440006611531018,37.721804883554682,160031335,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Friday,01/08/2016,14:45,INGLESIDE,NONE,1000 Block of CAYUGA AV,16003133519089.000000000000000
-122.440006611531018,37.721804883554682,160031335,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,01/08/2016,14:45,INGLESIDE,NONE,1000 Block of CAYUGA AV,16003133506301.000000000000000
-122.451377260260983,37.780610528326598,160023677,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,01/08/2016,14:43,RICHMOND,NONE,400 Block of ANZA ST,16002367707020.000000000000000
-122.423186280677996,37.79870924706649,160021405,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,01/08/2016,14:43,NORTHERN,NONE,1400 Block of UNION ST,16002140564020.000000000000000
-122.396962385547013,37.796347873944192,166010018,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/08/2016,14:40,CENTRAL,NONE,DRUMM ST / WASHINGTON ST,16601001806244.000000000000000
-122.413564091744007,37.779514030062991,160020996,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,01/08/2016,14:35,SOUTHERN,NONE,1100 Block of MARKET ST,16002099664085.000000000000000
-122.413564091744007,37.779514030062991,160020996,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Friday,01/08/2016,14:35,SOUTHERN,NONE,1100 Block of MARKET ST,16002099651041.000000000000000
-122.421441956085999,37.786851647108683,160021176,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,01/08/2016,14:30,NORTHERN,NONE,1200 Block of VANNESS AV,16002117606303.000000000000000
-122.418675207551004,37.797334326683995,160020902,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Friday,01/08/2016,14:25,CENTRAL,"ARREST, BOOKED",HYDE ST / VALLEJO ST,16002090207100.000000000000000
-122.418675207551004,37.797334326683995,160020902,OTHER OFFENSES,PROBATION VIOLATION,Friday,01/08/2016,14:25,CENTRAL,"ARREST, BOOKED",HYDE ST / VALLEJO ST,16002090226170.000000000000000
-122.413790972781015,37.783836556534787,160020952,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Friday,01/08/2016,14:15,TENDERLOIN,NONE,300 Block of EDDY ST,16002095215041.000000000000000
-122.413790972781015,37.783836556534787,160020952,ASSAULT,BATTERY,Friday,01/08/2016,14:15,TENDERLOIN,NONE,300 Block of EDDY ST,16002095204134.000000000000000
-122.456844244926003,37.708905404241399,160025758,MISSING PERSON,FOUND PERSON,Friday,01/08/2016,14:00,INGLESIDE,NONE,0 Block of LIEBIG ST,16002575875000.000000000000000
